"","V1","V2"
"29","Vår frihet. Vår jämlikhet. De värden som byggt Sverige starkt är inte förhandlingsbara. Du ska kunna lita på Sverige!","kdriks"
"30","Martin Luther King sa en gång att ”det vi i slutändan kommer att minnas är inte våra fienders ord, utan våra vänners tystnad”.","kdriks"
"31","Och jag tror en viktig anledning är att alla partier inte tar problemen på allvar. Alla har inte varit bekväma med den diskussionen.","kdriks"
"32","I mitt första tal här i Almedalen varnade jag för hur vi ser parallellsamhällen växa fram i Sverige. Där moralpoliser och islamister trakasserar kvinnor och hotar dem som gör sina egna livsval. Utvecklingen har sedan dess fortsatt åt fel håll.","kdriks"
"33","Kristdemokraterna är en garant för att en ny regering också innebär en ny familjepolitik. De rödgröna tror inte att föräldrar vet vad som är bäst för barnen. Men vi litar på Sveriges föräldrar. För mammor och pappor vet bättre än Stefan Löfven och Gustav Fridolin.","kdriks"
"34","Istället för att hjälpa familjer att få ihop sitt unika livspussel. Istället för att ge föräldrar mer tid för sina barn. Istället för att stötta föräldrar som tampas för att kombinera familje- och arbetsliv. Så attackerar man och skuldbelägger man föräldrar som gör sina fria val.","kdriks"
"35","Vår prioritering är ett återupprättat välfärdslöfte. Gratis inträde på Moderna Museet i Stockholm får vänta tills vi tagit hand om vårdköerna. Du ska kunna lita på välfärden!","kdriks"
"36","Vi kristdemokrater lovar inte allt till alla. Men vi håller vad vi lovar. Det är därför vi också är det parti som är mest kritiska till slöseri. Och det får kristdemokrater runt om i landet att ibland låta som tråkiga nej-sägare","kdriks"
"37","Vi får aldrig glömma brottsoffren! Det är för deras skull vi behöver fler poliser. Man ska kunna lita på Sverige.","kdriks"
"38","Vår prioritering är ett återupprättat välfärdslöfte. Gratis inträde på Moderna Museet  i Stockholm får vänta tills vi tagit hand om vårdköerna. Du ska kunna lita på välfärden!","kdriks"
"39","Vi kristdemokrater lovar inte allt till alla. Men vi håller vad vi lovar. Det är därför vi också är det parti som är mest kritiska till slöseri. Och det får kristdemokrater runt om i landet att ibland låta som tråkiga nej-sägare","kdriks"
"40","Våra äldre fick för länge sedan ett löfte: gör du rätt för dig – arbetar och betalar skatt – då kommer vi kunna ta hand om dig och andra på ålderns höst. Detta löfte ska vi hedra. Du ska kunna lita på Sverige.","kdriks"
"41","8 av 10 äldre svarar att de är rädda för bristen på äldreboenden. Men man ska inte behöva vara rädd för att bli gammal, fortsätter @BuschEbba sitt tal i #almedalen","kdriks"
"42","Kristdemokraterna kämpar för de äldre. Vi är de äldres röst. Vi har varit de äldres röst. Och efter den 9 september kommer våra äldre åter ha en röst vid regeringsbordet!","kdriks"
"43","- Stefan Löfven sa att han vill att valet ska vara en folkomröstning om välfärden. Och jag säger: bring it on! (@BuschEbba i sitt tal i #almedalen)","kdriks"
"44","För ett par veckor sedan kom en rapport ifrån finansdepartementet där slutsatsen är att fram till år 2026 kommer det att behövas 32 000 nya äldreboendeplatser.","kdriks"
"45","LIVE-TV: ”Kristdemokraterna rensade upp Göran Perssons vårdköer” • Följ Ebba Busch Thors tal i #Almedalen i @ExpressenTV @BuschEbba 
https://www.expressen.se/nyheter/almedalen/almedalen-2018--folj-politikerveckan-i-visby-med-expressen/ …","kdriks"
"46","Att söka plats på ett äldreboende är mer och mer som att delta i ett lotteri. Om man får vinstlott eller nitlott kan bero på vilken kommun man bor i.","kdriks"
"47","Problemen inom sjukvården talar genom vårdköerna men problemen inom äldreomsorgen smyger i utkanten av samhällsdebatten. Allt fler äldre som behöver få flytta in på ett äldreboende möts av orden: Det finns ingen plats för dig.","kdriks"
"48","Patienternas bästa ska gå före landstingens bästa. Människan måste sättas före systemet. Det handlar om att du ska kunna lita på vården!","kdriks"
"49","Mer samarbete skulle kanske innebära att man måste resa lite längre när man drabbats av en riktigt svår sjukdom. Men vore det inte värt det? Kanske är en längre resa bättre än att det blir den sista resan?","kdriks"
"50","Idag skulle det bästa för patienterna vara om man inom sjukvården samarbetade mer. Men landstingen beter sig ofta som rivaler – och ibland bråkar de till och med om vem som ska få behandla.","kdriks"
"51","Kristdemokraterna rensade upp Göran Perssons vårdköer. Nu står vi redo att rensa upp Stefan Löfvens!","kdriks"
"52","Statsminister Stefan Löfven sa i igår att han vill att årets val ska vara en folkomröstning om välfärden. Och jag säger: Gärna för mig. Bring it on!","kdriks"
"53","Överbeläggningarna på sjukhusen har gått upp. Antalet vårdcentraler har gått ner. Och den genomsnittliga väntetiden på akuten har stigit och är nu tre och en halv timme. Kvinnor får föda barn i bil för att BB läggs ner.","kdriks"
"54","Det är inte årstidens växlingar som ska bestämma vilken vård man får. Så skör får den svenska sjukvården inte vara. I en så tunn tråd får inte människovärdet hänga. Du ska kunna lita på vården.  Du ska kunna lita på Sverige.","kdriks"
"55","De senaste veckorna har sjukvården slagit larm. Man klarar inte sommarsemestrarna. Inte heller i år. Mer än var femte vårdplats stängs ner. I vissa landsting försvinner så mycket som en av tre. Men hjärtsjukdomar, stroke och cancer tar inte semester.","kdriks"
"56","Vi kristdemokrater går till val med orden: Du ska kunna lita på Sverige. Det betyder att vi prioriterar sjukvården, äldreomsorgen, polisen. Det handlar om medmänsklighet. Att se människovärdet. Att den som är svag, utsatt eller sjuk inte ska lämnas ensam att klara sig själv.","kdriks"
"57","Värderingarna ger oss en trygg riktning att följa. De gör att vi inte glömmer bort att det är människor som döljer sig bakom välfärdens statistik och siffror. @BuschEbba","kdriks"
"58","Sverige har under de fyra senaste åren utsatts för ett svek – ett välfärdssvek. Sjukvården, äldreomsorgen, polisen, assistansen till funktionsnedsatta har alla något gemensamt – de är alla inne i negativa spiraler. Regeringen har tappat kontroll över utvecklingen inom välfärden.","kdriks"
"59","Kristdemokraterna har länge ansett att deltagande i våldsbejakande och brottsliga organisationer ska kriminaliseras. Nu har våra allianskollegor i Moderaterna anslutit sig till vår linje. Jag hoppas att fler gör det inom kort.","kdriks"
"60","Nu måste vi alla stå enade i kampen mot den nazistiska sekt som under den här veckan gång på gång stört mötesfriheten. Och som igår attackerade HBT-aktivister och Vänskapsförbundet Sverige-Israel. (2/2)","kdriks"
"61","Det är omöjligt att ta till orda utan att beröra det som just nu händer i Visby. 
Min farfar hette Maurice och var norsk. Under kriget var han motståndsman. När nazisterna ockuperade Norge valde han inte den enkla vägen. Han stod upp för det som var rätt. (1/2)","kdriks"
"62","Mitt tal idag kommer handla om välfärden. Hur den har utvecklats de senaste åren och hur vi kan vända den negativa trenden. Vi kristdemokrater går till val på att prioritera sjukvården, äldreomsorgen och polisen., inleder @buschebba sitt almedalstal #almedalen","kdriks"
"63","Om en timma talar @BuschEbba i Almedalen. Missa inte det!

Talet sänds på SVT 2 samt på webben via SVT Play","kdriks"
"64","Se live-intervju med @BuschEbba hos @SvD","kdriks"
"65","Just nu pågår seminariet om Mellanösternpolitik som @Ladaktusson arrangerar. 

Ni kan se seminariet live via Facebook:","kdriks"
"66","Något parti måste ha förmågan att skilja på extremism och vanlig kristen verksamhet, något parti måste skydda scouters möjlighet att få stöd utan att behöva göra avkall tron. Kristdemokraterna är garanten för det. @BuschEbba @jakobforssmed @Ladaktusson","kdriks"
"67","Vårdkrisen löses inte genom någon quick fix men vi måste börja NU! Kristdemokraterna har förslag på både kort och lång sikt. 

Läs mer om våra förslag: https://kristdemokraterna.se/wp-content/uploads/2018/07/180706-Press-pm-Almedalen.pdf …

@BuschEbba @AckoAnkarberg #svpol #Almedalen2018","kdriks"
"68","@BuschEbba presenter fem steg mot statligt sjukvårdsansvar.","kdriks"
"69","Vi vill återupprätta en välfärd att lita på, säger @BuschEbba på presskonferens i #Almadalen2018  . Lägg mer ansvar på staten för sjukhusvård, korta köer, ökade löner för sjukvårdspersonal som jobbar extra under sommartid då operationsköer växer.","kdriks"
"70","Stefan Löfvens present fick @BuschEbba att skratta högt.

#sakfrågan","kdriks"
"71","Nu är @BuschEbba i centrum #Almedalen18 #välfärdslöftet - missa inte talet 19.00 @svtnyheter #valvinst","kdriks"
"72","KD vill att staten tar över ansvaret för sjukvården från landstingen https://omni.se/kd-vill-att-staten-tar-over-ansvaret-for-sjukvarden/a/0Exdj6 … @kdriks @BuschEbba #almedalen","kdriks"
"73","@BuschEbba sätt patienten i centrum! På väg mot förstatligad sjukvård: gemensam standard på journaler, enhetlig primärvård, nationell sjukvårdsupplysning, samordning av planering av kompetensförsörjning o statligt styrd linjeorganisation för cancervården #svpol #Almedalen2018","kdriks"
"74","Höj lönerna under sommaren för sjukvårdspersonal som jobbar de semestersugna veckorna för att motverka personalbrist och öka vårdplatserna. @BuschEbba presenterar nya KD-förlag #svpol #Almadalen2018","kdriks"
"75","Här är skillnaden mellan Persson-köer och Hägglund-köer. Gemensam är toppen på sommaren. KD har förslag på att minska köerna och utjämna topparna. Pressträff m @BuschEbba #svpol #Almedalen18","kdriks"
"76","Strax presskonferens i Almedalen.","kdriks"
"77","Kristdemokraterna bjuder in till pressträff med Ebba Busch Thor

När: 6 juli, kl. 11.00
Var: Tältet i Almedalsparken
Medtag presslegitimation.","kdriks"
"78","Just nu: @BuschEbba @kdriks på scen i Almedalen. Intervjuas av @owenil, bakom kameran @MarkoFolk. Kan ses bl a här","kdriks"
"79","Podd-intervju hos @dagensnyheter. Vissa värderingar är inte valbara i Sverige, säger @BuschEbba #svpol #almedalen","kdriks"
"80","Vi vill se en helt fri föräldraförsäkring där dagar kan överlåtas fritt mellan föräldrarna men där också en del dagar kan överlåtas till en annan närstående till familjen. #svpol #almedalen @ExpressenDebatt","kdriks"
"81","Och nu @SR_P1morgon #almedalen","kdriks"
"82","Strax i @ABmorgon. @jakobforssmed ska prata äldreomsorg och vår dag i Almedalen.","kdriks"
"83","Slå på @TV4 nu och se @BuschEbba på vår dag i #almedalen","kdriks"
"84","Kristdemokraterna presenterar i dag ett förslag som kan lösa sjukvårdens sommarkris och samtidigt ge vårdpersonalen en välförtjänt löneökning. #vårdpol #svpol","kdriks"
"85","Imorgon är det äntligen vår dag i Almedalen. Följ gärna oss och partiledare @BuschEbba i media under dagen!","kdriks"
"86","Vi kristdemokrater lovar att prioritera tryggheten och att ge Polisen de verktyg och resurser som krävs. Alla medborgare ska kunna lita på att polisen kommer. Alla medborgare ska kunna lita på Sverige.","kdriks"
"87","6 av 10 tycker att äldreomsorgen fungerar dåligt. 

”Vi har tappat värdefull tid. Äldreboendebristen är akut och nu krävs krafttag att bötfälla de kommuner som inte klarar sitt åtagande och stimulera fram fler äldreboenden.” @jakobforssmed i @Nyheterna
https://www.tv4.se/nyheterna/klipp/10326107 …","kdriks"
"88","Det behövs nationell styrning för att skapa mer jämlik vård och minska den psykiska ohälsan hos unga. Vi kan inte hoppas arbetet fungerar, vi behöver ge behöver mål och struktur. @AckoAnkarberg i paneldiskussion hos @raddabarnen #svpol #Almedalen18","kdriks"
"89","Sedan kömiljarden togs bort har vårdköerna stuckit i höjden. Inför en reviderad kömiljard så att människor får vård i tid. @ackoankarberg i debatt mot Annika Strandhäll #svpol #almedalen @AftonbladetTV","kdriks"
"90","Vården måste bli bättre på att möta psykisk ohälsa. En fast läkarkontakt är en viktig del för en bra hälso- och sjukvård. @ackoankarberg på walkandtalk med @curando","kdriks"
"91","Idéburna organisationer måste få bra förutsättningar att verka i välfärden. @ackoankarberg och KD är garanten för det. #svpol #almedalen","kdriks"
"92","Livesändning från Alliansen pressträff.","kdriks"
"93","Uppklarningsprocenten för bostadsinbrott är 3 %. I praktiken har vi en situation där bostadsinbrott inte beivras. Det sänder en signal, vi måste skärpa straffen för bostadsinbrott.","kdriks"
"94","Tryggheten måste gälla alla, alltid och överallt, säger @BuschEbba.

När tryggheten inte finns i samhället så får tilliten till välfärden sig en törn.","kdriks"
"95","Minderåriga flickor ska inte giftas bort! 

Det finns idag luckor i lagen som utnyttjas, de måste täppas till. Barnäktenskap ska inte ske i Sverige.","kdriks"
"96","Vi i Alliansen vill slopa preskriptionstiden för sexualbrott mot barn.","kdriks"
"97","Vi sänder Alliansens nytillkomna pressträff, kan ses bl a här","kdriks"
"98","Alliansen lovar att höja lönerna för Sveriges poliser för att locka 10 000 fler till yrket, säger partiledarna på en gemensam pressträff @alliansswe @nya_moderaterna @kdriks @liberalerna @Centerpartiet","kdriks"
"99","Alliansen vill införa en ny brottsrubricering: grovt sexuellt ofredande.","kdriks"
"100","Antalet anmälda sexualbrott har nästan fördubblats på 10 år. Alliansen vill förstärka åtgärderna mot sexualbrott, genom att bland annat skärpa straffen. Tryggheten ska gälla alla överallt.","kdriks"
"101","Vi måste ta krafttag emot gängen! Kriminalvården måste rustas för att kunna arbeta med grovt kriminella minderåriga.","kdriks"
"102","Det har skett en tiodubbling av det gängrelaterade våldet sedan 90-talet. Det är allvarligt. Vi måste knäcka den organiserade brottsligheten.","kdriks"
"103","Presskonferensen idag kommer handla om trygghet. En ökad trygghet för alla.","kdriks"
"104","Strax inleds Alliansens presskonferens!","kdriks"
"105","Pressträff med Alliansens partiledare, idag kl. 11.00 Visby strand. Partiledarna går gemensamt från Visby hotell 10.50. Välkomna!","kdriks"
"106","Utfrågning av @AnnikaEclund utbpol talesperson @kdriks om att en av fyra elever lämnar gymnasiet utan fullständiga betyg. #slutbetygforalla #Almedalen","kdriks"
"107","Nu börjar utfrågningen av @kdriks och @LarsAxelNordell på #hållbarhetsarenan! Kan du inte se den på plats på teaterskeppet så finns den även att se live här: http://www.miljo-utveckling.se/almedalendirekt 
@klimatriksdagen @MiljoUtveckling @miljotweets","kdriks"
"108","@AnnikaEclund från @kdriks frågas ut i @SveElevkarer’s tält om hur vi ska garantera #slutbetygforalla.

#elevkår #flerunga #Almedalen","kdriks"
"109","Ledaren har anlänt! Nu ökar vi takten KDU. Vi ska vinna val. #almedalen #svpol","kdriks"
"110","Vi måste förbättra äldres ekonomi så att de har råd att gå till tandläkaren. Men vi måste också förbättra det förebyggande arbetet t ex genom äldresamtal där man får info och behoven upptäcks i tid, säger @jakobforssmed #äldreforum #almedalen","kdriks"
"111","MISSA INTE DAGENS HETASTE ALLMÄNNYTTIGA ALMEDALSTIPS: Bostadsvalet 2018 – bostadspolitiken i heta stolen 

I dag 4 juli 15.30 - 16.30, Mellangatan 7 med @nooshiit @CarolineSzyber @ola_johansson
@rogerhedlund @socialdemokrat 

#Almedalen
#bopol #allmännyttan","kdriks"
"112","Företagen är grunden för vårt välstånd, de behöver ges bättre förutsättningar. Regeringen har inte stoppat de orimliga utvisningarna av nyckelkompetens - ett stort misslyckande säger @jakobforssmed  #techarenan #schallenge #almedalen","kdriks"
"113","@kdriks på #Migrationsplatsen om migrationspolitiken ”Vi har en moralisk skyldighet att ta emot människor på flykt.” #migpol","kdriks"
"114","Välkomnar Moderaternas besked. Ett förslag som @kdriks drivit i decennier. Den grundlagsfästa föreningsfriheten finns inte till för att skydda våldsbejakande organisationer och dess medlemmar.","kdriks"
"115","#almedalen börjar med ett varmt och angeläget tal av Ulf om bland annat kraften i den svenska demokratin, barns rättigheter och att stå upp för tryggheten i hela landet! Stolt över min allianskollega och Sveriges nästa statsminister. #svpol","kdriks"
"116","Vi behöver fatta nationella beslut om exempelvis gemensamma it-system, säger @AckoAnkarberg på seminariet ”Hälsovinster eller hälsoförluster - vart är Sverige på väg?” @BCF_1982 #vårdpol #almedalen","kdriks"
"117","Våra förslag för bättre vård: att staten tar över landstingens sjukhusansvar, att vårdpersonalen får fler kollegor och att journalsystemen ”talar” med varandra, säger @AckoAnkarberg på @vardforbundet s seminarium #almedalen #svpol","kdriks"
"118","Lyssnar till Ulf Kristersson i #almedalen. Riktigt bra att @nya_moderaterna joinat @kdriks för att förbjuda samröre med extremistiska organisationer.","kdriks"
"119","Vården är väljarnas viktigaste fråga! Under Almedalsveckan kommer vi att prata med sju av riksdagspartiernas talespersoner i hälso- och sjukvårdsfrågor. #Almedalen -  Första Heta stolen kl 10 den 2 juli. #vardpol
https://www.vardforbundet.se/engagemang-och-paverkan/sa-paverkar-vardforbundet/motesplatser/almedalen/riksdagspartierna-om-valjarnas-viktigaste-fraga---varden/ …","kdriks"
"120","Idag har vi presenterat vår nya rapport ”Har landstingen gjort sitt?” De nuvarande landstingen, 21 sjukvårdssystem, spelar inte den roll som krävs för att ge god vård på lika villkor till hela befolkningen. #svpol https://kristdemokraterna.se/wp-content/uploads/2018/06/KD_Har-landstingen-gjort-sitt_sjukv%C3%A5rdsrapport_almedalen_2018_Slutversion-1.pdf …","kdriks"
"121","”Saknas nationell styrning” öppet sem @kdriks Medicinska resultat i världsklass, men raden av problem är lång både i akutsjukvården och i primärvården. Har hälso- o sjukvården råd med landstingen? Professioner ska ha större inflytande @EmmaHenriksson @AckoAnkarberg #Almedalen18","kdriks"
"122","Välkommen till Kristdemokraternas seminarium ”Har landstingen gjort sitt?” #almedalen #svpol http://program.almedalsveckan.info/event/user-view/55003 …","kdriks"
"123","Ja, 83 000 patienter har väntat mer än 90 dagar på operation eller specialistbesök. Klart att det påverkar väljarnas åsikter. @kdriks har några förslag här https://www.svd.se/miljardsatsning-ger-800-fler-lakare-i-primarvarden …
#svpol","kdriks"
"124","Vi vill göra en särskild satsning på elever som behöver särskilt stöd, och inte minst på att utbilda betydligt fler speciallärare. Läs hela artikeln i @skolvarlden_se  #utbpol","kdriks"
"125","Nu sviker välfärden de mest utsatta. Vårdköerna växer, äldre får inte plats på äldreboende och brottsoffer får inte upprättelse. Det måste vi ändra på, säger @BuschEbba i @dagensmedia om vår valkampanj DU SKA KUNNA LITA PÅ SVERIGE #val2018","kdriks"
"126","Ali Khalil från @miljopartiet har många poänger i sin analys, men tyvärr saknar hans parti och den regering de sitter i förslag som löser dessa problem långsiktigt, skriver @jakobforssmed från @kdriks. #bopol #svpol","kdriks"
"127","Regeringen strösslar pengar på utsatta områden, men man saknar förslag som löser de strukturella problemen. Vi vill reformera bostadspolitiken så att fler familjer i dessa områden ges chansen att äga sin egen bostad.
https://www.dagenssamhalle.se/debatt/bra-tankt-om-segregationen-mp-men-ni-saknar-losningar-22909 …","kdriks"
"128","”Du ska kunna lita på Sverige!” – Kristdemokraterna presenterar valkampanj: Valet den 9:e september handlar om att vi ska ha en välfärd som fungerar så att DU SKA KUNNA LITA PÅ SVERIGE! Det är ett val om vilka värderingar vi vill ska prägla vårt land och…","kdriks"
"129","Idag lanserade vi vår valkampanj - Du ska kunna lita på Sverige! 

Vården måste fungera. Ingen ska behöva dö i kön! Sjukvården är en av våra viktigaste valfrågor och det är också det vår första valfilm handlar om. #svpol #välfärdslöftet

Se valfilmen här:","kdriks"
"130","Vågar påstå att jag har häftigaste kampanjvästen inom Kristdemokraterna. Jeansväst ska det vara","kdriks"
"131","Barbro från Västernorrland fick ställa en fråga till alla partiledare om vad de vill göra för att få till en rättvis vård. Hon var missnöjd med alla svar utom ett - det hon fick från Ebba Busch Thor.","kdriks"
"132","Länk till vårt förslag:","kdriks"
"133","FREDA SJUKHUSEN! Dags att rösta igenom KD:s förslag. Inför besöksförbud och skärp straffen för attacker mot vitala samhällsfunktioner.","kdriks"
"134","Plötsligt händer det! En svensk ledarsida har en lång text om personalism - grundfilosofi i kristdemokratin. Läs!

https://www.dn.se/arkiv/ledare/personalismen-ar-filosofin-for-var-forvirrade-tid/ …","kdriks"
"135","Fler barnmorskor till regionerna - rösta KD! #val2018","kdriks"
"136","Är det så att tre år efter det att S tog bort Kömiljarden återinför de den nu, åtminstone halva?
Idag har fler 82 000 väntat mer än 90 dagar på operation eller specialistbesök. Det är så dags att komma med åtgärder nu.
@kdriks #svpol","kdriks"
"137","Intervjuas för @kdriks i ekots #klimatvalet : Grön skatteväxling, kommuner som går före, plastskatt mm. Vi prioriterar annat än bidrag till privatpersoner. #kdmiljo #swgreen https://sverigesradio.se/sida/artikel.aspx?programid=4657&artikel=6983690 … via @sverigesradio","kdriks"
"138","Olyckligt att USA lämnar FN:s människorättsråd säger @AlfSvenssonKD, som sitter i rådet som representant för kristdemokratiska partier i världen. Samtidig är besvikelsen stor över att rådet styrs av länder som bryter mot mänskliga rättigheter. @svpol","kdriks"
"139","Finansministern presenterar prognos och konstaterar att det ""blir kommande mandatperiods stora uppgift"" att bl a bygga äldreboenden. Rätt, och ett skäl till det är att regeringen under innevarande mandatperiod varit synnerligen passiv just när det gäller äldreboendebristen!","kdriks"
"140","Vi lovar inte allt åt alla, men vi håller vad vi lovar! Vi kommer att prioritera #välfärdslöftet","kdriks"
"141","”Det här valet handlar om att förändra! Vi ska vända #välfärdssveket till ett #välfärdslöfte. Våga rösta för att byta regering!” @BuschEbba","kdriks"
"142","”Det spelar roll när Kristdemokraterna är med i regeringen. För vi är familjens och de äldres röst!” @jakobforssmed","kdriks"
"143","Vi behöver fokusera mer på den värderingsmässiga integrationen, säger @Ladaktusson under frågestunden om integration. 

Se livesändningen här: https://business.facebook.com/Kristdemokraterna/videos/10155544777553365/?business_id=350981118715475 …","kdriks"
"144","Äldrefrågorna måste prioriteras! @jakobforssmed svarar på publikens frågor om äldreomsorg och andra frågor som berör äldre. 

Se livesändningen här: https://business.facebook.com/Kristdemokraterna/videos/10155544777553365/?business_id=350981118715475 …","kdriks"
"145","De stora valfrågorna är på agendan. Just nu diskuterar @BuschEbba, @jakobforssmed & @Ladaktusson vården. 

Se livesändningen här: https://business.facebook.com/Kristdemokraterna/videos/10155544777553365/?business_id=350981118715475 …","kdriks"
"146","Utfrågningen är ingång! 

Se den live här: https://business.facebook.com/Kristdemokraterna/videos/10155544777553365/?business_id=350981118715475 …","kdriks"
"147","Strax börjar valvinnarsnack med @BuschEbba, @jakobforssmed & @Ladaktusson. 

Se livesändningen här:","kdriks"
"148","Här en ett år gammal artikel av @AlfSvenssonKD och mig där vi kräver att Sveriges regering stöttar USA i kritiken mot FN:s råd för Mänskliga Rättigheter och lägger fram konkreta åtgärder:","kdriks"
"149","Måtte USA:s beslut leda till att MR-rådet reformeras. @kdriks har länge drivit på för att det ska införas särskilda kriterier för att bli medlemmar. Rådet ska inte bestå av länder som konsekvent bryter mot de rättigheter de är utsedda att försvara.","kdriks"
"150","Hade problemen  inte varit så allvarliga, hade kritiken varit skrattretande. Detta ständiga dividerande om bildsättning och att beskriva allvarliga problem som ”utmaningar” måste få ett slut. Fortsätt twittra, fortsätt beskriv den polisiära verkligheten!","kdriks"
"151","När polisen beskriver sin verklighet ifrågasätts den genast, nu senast av @svtnyheter . Detta ständiga dividerande om bildsättning och att beskriva allvarliga problem som ”utmaningar” måste få ett slut skriver @andreas_carlson och @MikaelOscarsson #SVT","kdriks"
